qid10,qid20,qid30,qid40,qid50,qid60,qid70,qid80,qid90,qid100,qid110,score0,score1,score2,score3,score4,score5,score6
4,5,4,4,4,4,4,2,4,4,3,93,0,0,21.5,0,8.33,90
5,3,3,2,3,4,5,2,4,3,4,53,82,64,34,0,16.67,0
5,3,4,2,4,4,4,3,3,3,3,55,64,46,60.5,0,8.33,40
5,5,4,2,4,4,4,2,3,3,4,85,18,18,35,0,8.33,60
5,3,4,4,4,4,4,5,3,5,2,65,64,46,56.5,0,8.33,60
4,5,4,2,4,4,4,5,4,4,3,93,0,0,25.5,0,8.33,70
5,3,4,4,4,4,4,5,5,4,2,85,46,18,38.5,0,25,70
5,3,3,3,2,4,4,4,3,3,2,55,82,54,56.5,20,16.67,0
5,5,4,3,4,5,4,2,3,5,3,40,54,64,56.5,60,58.34,60
5,5,4,5,4,4,4,2,5,4,4,60,36,46,25.5,0,41.67,70
4,5,4,5,3,4,4,2,5,3,3,60,18,28,25.5,0,41.67,60
4,3,4,4,4,4,4,5,4,3,3,73,28,28,38.5,0,8.33,70
4,4,4,2,4,4,4,2,4,5,3,65,54,18,47,0,8.33,50
5,5,4,4,4,4,4,2,3,5,3,55,54,46,48,0,25,80
5,3,4,4,4,5,4,3,4,4,4,58,64,18,47,40,25,60
4,5,4,4,4,4,4,2,4,3,3,93,18,0,30,0,8.33,90
5,4,4,4,5,5,5,5,3,5,3,37,72,64,61,40,41.67,40
5,5,5,5,5,4,4,2,3,5,4,50,54,18,43.5,20,25,20
5,5,4,3,4,4,4,3,3,3,2,80,18,36,39.5,20,41.67,60
4,3,4,4,4,4,4,5,4,5,3,58,46,28,47,0,25,70
4,3,4,4,4,4,4,5,4,3,3,78,28,28,38.5,0,8.33,70
5,3,4,3,4,4,4,5,3,5,3,65,28,36,48,20,58.34,40
3,3,4,4,4,5,4,2,4,4,3,78,10,28,21.5,60,25,60
5,3,3,4,2,4,4,5,3,4,3,60,64,36,56.5,0,16.67,20
3,4,4,4,4,5,4,5,3,3,3,62,36,46,44,60,25,60
4,3,3,3,4,4,4,5,4,3,2,63,46,36,38.5,20,33.34,30
4,4,4,4,4,4,5,5,5,5,3,72,36,46,43,0,25,80
5,3,5,5,5,4,4,5,4,5,2,48,64,46,34,20,25,0
5,3,4,3,5,4,4,3,4,5,3,58,46,64,38.5,20,41.67,20
4,5,3,4,5,5,4,3,3,3,3,60,54,46,48,40,0,50
4,3,4,4,4,4,4,5,4,5,3,68,28,0,47,0,41.67,70
4,5,3,2,5,4,4,3,4,3,2,68,36,18,25.5,0,0,30
5,4,3,3,3,5,5,5,3,5,2,27,90,100,52.5,60,50.01,0
5,3,4,4,3,4,4,5,4,4,2,68,46,46,30,0,25,40
5,5,5,4,5,4,4,5,4,3,3,83,36,18,13,20,8.33,40
5,3,4,2,2,4,4,2,4,3,3,63,46,46,42.5,0,8.33,20
5,3,4,2,4,5,4,2,3,5,3,55,46,46,52,40,8.33,40
5,5,4,4,4,4,5,2,4,4,3,83,36,18,21.5,0,8.33,80
5,5,4,4,4,4,4,2,4,3,3,83,18,18,13,0,8.33,80
4,5,5,4,5,4,4,2,3,3,4,80,0,0,31,20,8.33,50
5,3,4,5,4,4,4,5,3,5,2,60,46,18,52,0,25,40
4,3,4,5,4,5,4,5,3,3,3,50,28,28,60.5,40,25,50
5,3,4,4,4,4,4,4,4,4,3,68,46,46,38.5,0,25,60
5,5,4,5,5,4,4,5,3,5,5,60,36,46,35,0,8.33,40
5,4,4,4,4,5,4,5,4,3,3,55,72,64,43,40,25,60
5,3,2,2,2,4,4,5,4,3,2,63,46,18,42.5,0,16.67,0
5,5,3,4,4,4,4,4,5,4,3,95,36,36,4.5,0,0,70
4,5,4,3,4,4,4,2,4,3,4,83,0,46,21.5,20,25,70
5,3,4,4,4,4,4,2,4,4,4,73,46,46,30,0,8.33,60
4,4,4,2,3,5,4,5,5,3,3,52,36,46,47,40,41.67,40
5,5,4,3,3,5,4,2,4,3,3,58,36,64,21.5,60,58.34,40
5,5,4,4,5,4,4,2,4,5,4,63,54,18,30,0,25,60
4,5,4,5,5,4,4,3,5,5,2,70,18,28,34,0,25,60
3,5,4,5,4,4,5,2,4,5,3,83,0,0,8.5,20,25,60
5,3,4,2,2,5,4,3,3,3,2,55,46,46,60.5,40,8.33,20
4,5,4,4,3,4,4,5,4,3,3,83,0,28,21.5,0,25,70
4,5,4,4,4,4,4,5,4,3,2,88,0,0,30,0,25,90
5,5,3,2,2,4,4,3,4,3,2,68,54,36,25.5,0,0,20
4,5,3,5,5,4,4,2,3,4,3,70,18,46,26.5,0,0,30
5,3,4,2,4,5,4,5,3,5,3,40,64,46,69,40,41.67,40
4,4,4,4,3,4,4,5,4,3,3,65,36,18,43,0,41.67,50
5,5,5,3,5,4,4,2,4,3,3,68,36,36,21.5,40,41.67,20
5,3,4,4,4,4,4,5,4,4,3,68,64,46,38.5,0,8.33,60
4,4,4,4,4,4,4,5,3,3,3,77,36,18,52.5,0,8.33,70
5,3,4,4,4,4,4,3,5,4,3,70,64,46,38.5,0,8.33,70
5,3,4,2,4,4,4,5,4,3,2,73,46,46,42.5,0,25,40
5,4,4,3,4,4,4,5,4,5,2,65,72,54,34.5,20,25,40
4,5,4,4,3,4,4,2,5,4,3,80,0,28,21.5,0,25,80
5,5,4,4,4,4,4,2,4,4,3,83,36,46,30,0,25,80
5,4,5,3,5,4,4,5,5,5,2,52,54,54,26,40,41.67,10
5,4,4,4,4,4,4,5,4,4,2,65,54,64,26,0,8.33,60
5,3,4,2,5,4,4,3,4,3,3,58,46,46,42.5,0,25,20
5,4,4,4,4,4,4,2,5,3,5,67,72,64,34.5,0,8.33,70
5,5,4,4,4,4,4,3,4,3,2,93,18,18,13,0,8.33,80
5,5,4,4,5,4,4,3,4,3,3,83,36,18,21.5,0,8.33,60
4,4,4,4,2,4,4,5,4,5,3,60,54,18,51.5,0,8.33,50
5,4,3,2,4,4,4,5,4,5,3,60,72,54,30,0,16.67,20
5,3,4,4,4,4,4,5,5,5,3,80,46,18,38.5,0,25,70
5,5,4,5,5,4,4,5,4,5,2,63,18,46,8.5,0,8.33,40
4,5,4,4,4,4,4,5,4,4,3,83,18,0,30,0,8.33,90
5,3,4,4,5,4,4,5,5,3,2,75,46,46,38.5,0,25,50
5,3,4,4,4,4,4,2,4,5,3,78,28,46,21.5,0,8.33,60
3,3,5,4,5,4,5,3,4,3,3,53,46,28,30,40,25,20
4,5,4,4,4,4,4,2,5,4,3,95,0,0,21.5,0,8.33,100
3,3,4,3,5,4,4,4,3,3,3,60,28,46,56.5,40,58.34,20
3,3,4,5,4,4,4,5,4,5,2,58,28,28,34,20,41.67,40
5,3,4,4,4,4,4,5,4,3,3,73,46,46,38.5,0,25,60
4,5,4,4,4,4,4,2,5,4,5,95,0,0,21.5,0,8.33,100
5,3,5,4,5,4,4,3,3,5,3,50,64,18,48,20,8.33,20
5,3,2,2,4,5,4,2,3,5,3,45,46,18,52,40,16.67,20
4,5,4,4,4,4,4,5,4,4,3,93,0,0,21.5,0,8.33,90
5,3,4,4,4,4,4,5,4,3,2,83,46,18,30,0,8.33,60
4,3,4,4,4,4,4,2,4,4,3,73,28,28,47,0,25,70
4,3,4,4,5,4,4,5,4,3,3,78,28,0,38.5,0,8.33,50
4,3,4,4,5,5,4,2,4,5,4,53,28,28,47,40,25,50
5,3,4,4,5,4,4,3,3,5,3,55,64,18,56.5,0,8.33,40
4,5,3,4,3,4,4,2,4,3,4,73,18,46,21.5,0,33.34,50
4,5,4,3,4,4,4,2,4,4,3,83,18,18,30,20,25,70
5,5,4,4,5,4,4,3,4,3,3,93,18,18,13,0,8.33,60
4,5,4,4,4,4,4,2,4,5,3,68,0,28,30,0,41.67,90
4,5,4,4,4,4,4,4,4,4,3,93,18,0,30,0,8.33,90
4,3,4,4,4,4,4,5,4,5,2,68,46,28,47,0,8.33,70
5,3,4,4,5,4,4,3,4,4,2,63,64,18,38.5,0,8.33,40
4,3,4,4,4,5,4,3,4,5,3,53,46,28,47,40,25,70
5,3,4,4,2,5,4,4,4,3,3,63,64,18,47,40,8.33,40
5,5,4,4,4,4,4,5,3,5,2,75,36,46,48,0,25,80
5,5,3,3,4,4,5,5,4,5,4,58,36,54,13,20,50.01,40
5,4,4,3,4,5,4,5,4,5,2,60,54,54,26,60,25,40
5,5,4,4,4,4,4,2,4,3,4,83,36,18,21.5,0,8.33,80
3,3,2,2,2,5,4,5,3,5,2,40,28,28,60.5,60,50.01,0
4,5,4,4,3,4,4,5,4,4,2,83,18,0,30,0,25,70
5,3,4,3,5,4,4,5,4,5,2,78,28,36,21.5,20,25,20
5,5,4,4,4,4,4,5,4,4,2,88,36,18,30,0,25,80
5,5,4,4,4,5,5,2,4,3,3,73,18,46,13,40,8.33,80
5,5,4,3,4,4,4,5,4,4,3,88,36,36,21.5,20,25,60
5,4,4,2,4,4,4,5,4,5,2,65,54,36,38.5,0,25,40
5,5,4,4,4,4,4,2,4,3,4,93,18,18,13,0,8.33,80
5,5,4,4,5,5,4,5,3,3,3,70,54,18,48,40,8.33,60
4,3,3,4,4,4,5,2,4,4,3,83,46,18,30,0,0,50
4,3,4,4,3,5,4,2,4,5,3,58,28,28,38.5,40,25,50
5,4,4,4,4,5,4,5,4,4,3,65,72,64,34.5,40,8.33,60
5,3,4,4,4,5,4,5,4,3,3,68,46,46,38.5,40,25,60
5,5,4,4,4,4,4,5,5,4,3,90,36,18,21.5,0,8.33,90
4,3,4,4,5,4,5,5,3,5,2,55,28,28,65,0,25,50
4,3,4,4,4,4,4,3,4,3,3,83,10,0,30,0,8.33,70
4,5,4,3,3,4,4,5,4,5,3,63,18,46,30,20,41.67,50
3,5,5,3,5,5,4,5,4,5,3,73,0,18,4.5,100,41.67,20
4,3,4,3,4,4,4,5,3,4,2,70,28,46,56.5,20,25,50
5,5,4,4,4,4,4,3,5,3,3,90,18,18,21.5,0,25,90
5,5,4,3,4,4,4,5,4,5,2,88,18,36,13,20,25,60
5,3,4,4,5,4,4,3,3,3,3,60,46,46,56.5,0,25,40
4,5,4,4,4,4,4,5,4,4,3,83,18,0,30,0,8.33,90
5,5,4,2,2,4,4,3,3,5,2,60,54,18,60.5,0,8.33,40
4,5,4,3,4,4,4,5,4,5,3,63,36,18,38.5,20,25,70
5,5,3,3,2,4,4,5,4,5,3,53,54,82,21.5,20,16.67,20
4,5,4,4,4,4,5,2,4,3,3,93,0,0,21.5,0,8.33,90
5,5,4,4,4,4,4,5,4,5,3,78,36,18,30,0,25,80
4,3,3,3,2,4,4,2,4,3,3,58,64,36,47,20,16.67,10
5,5,5,3,5,4,5,2,3,3,4,65,36,36,31,40,25,20
4,5,4,4,4,4,4,2,4,4,3,93,18,0,30,0,8.33,90
5,5,4,4,4,4,4,5,4,3,2,88,18,18,13,0,8.33,80
5,5,5,5,4,4,4,2,5,4,4,85,18,18,0,20,8.33,50
5,3,5,4,5,5,4,5,5,5,2,60,46,46,21.5,60,8.33,30
4,5,4,4,5,4,4,2,4,4,3,93,0,0,21.5,0,8.33,70
5,3,4,5,4,4,4,2,4,5,3,58,46,46,34,0,25,40
4,5,4,3,4,4,4,5,4,3,3,78,0,46,21.5,20,25,70
5,5,2,2,4,4,4,3,3,5,2,45,54,18,52,0,33.34,40
5,3,4,4,2,5,4,2,4,3,2,58,46,46,47,40,25,40
5,3,5,5,5,5,4,5,5,3,4,40,64,46,25.5,60,25,10
4,3,4,4,3,4,4,4,4,3,3,78,28,0,47,0,41.67,50
3,5,4,4,5,5,4,5,3,5,2,50,36,28,48,60,41.67,60
4,5,4,4,4,5,4,2,3,5,3,45,36,28,65,40,41.67,90
4,5,3,3,2,4,4,2,3,3,3,55,36,64,48,20,16.67,30
4,3,4,2,3,4,5,5,4,4,3,68,28,28,42.5,0,25,30
4,3,4,4,4,4,5,5,5,3,3,90,10,0,38.5,0,25,80
4,5,4,4,4,4,4,5,5,3,3,85,18,28,30,0,8.33,100
4,3,2,2,4,4,4,2,3,5,3,65,10,0,52,0,16.67,30
5,3,3,2,4,5,4,3,3,5,3,35,82,64,60.5,40,16.67,20
5,3,4,2,4,5,4,2,5,3,5,60,64,18,42.5,40,8.33,50
5,5,4,4,5,5,5,5,4,5,3,53,54,46,30,40,25,60
4,3,4,4,4,4,4,5,4,4,2,68,46,0,55.5,0,25,70
3,5,4,4,5,4,4,2,4,5,3,68,18,28,21.5,20,25,60
5,3,3,4,4,4,4,5,4,5,3,58,64,64,30,0,16.67,40
5,4,4,3,5,5,4,3,3,5,3,62,36,54,35.5,60,25,20
4,5,4,4,4,4,4,3,4,4,2,88,18,0,30,0,8.33,90
5,3,4,2,3,4,4,5,4,5,2,68,46,18,42.5,0,41.67,20
3,3,4,2,4,4,4,5,4,3,2,78,28,0,34,20,25,40
5,3,4,2,4,4,4,5,4,4,3,63,46,18,42.5,0,41.67,40
5,3,4,5,4,5,4,2,3,5,3,40,46,46,52,40,41.67,40
3,5,4,4,5,4,4,2,3,3,3,65,36,0,48,20,41.67,60
4,3,4,2,2,4,4,3,4,5,2,53,46,0,59.5,0,8.33,30
5,3,4,4,5,4,4,5,5,3,3,70,46,46,38.5,0,41.67,50
4,5,3,4,3,4,4,4,3,5,3,60,36,18,48,0,33.34,50
4,5,3,2,2,4,4,3,4,5,4,63,36,46,42.5,0,16.67,30
5,3,4,4,3,4,4,2,4,3,3,58,64,46,38.5,0,25,40
5,5,4,5,5,4,4,5,3,5,3,70,36,18,35,0,8.33,40
4,5,4,2,5,4,4,5,5,3,2,65,18,28,42.5,0,25,60
5,5,4,4,5,4,4,2,4,4,4,83,18,18,13,0,8.33,60
4,5,4,3,4,4,4,4,4,3,3,83,18,18,30,20,25,70
4,3,4,4,5,4,4,5,4,4,2,88,10,0,30,0,8.33,50
4,5,4,4,4,4,5,5,5,4,2,90,0,28,21.5,0,8.33,100
4,4,4,5,4,5,4,2,3,5,2,47,36,46,48,40,25,50
5,5,4,5,4,4,4,3,4,3,3,83,36,18,17,0,8.33,60
4,5,4,3,4,5,4,5,3,5,3,60,0,18,48,60,41.67,70
5,5,4,4,4,4,4,2,3,3,3,85,36,18,39.5,0,8.33,80
5,4,4,2,4,5,4,2,3,5,2,42,72,64,56.5,40,8.33,40
4,5,4,2,4,5,4,5,4,3,3,78,0,0,34,40,25,70
5,3,4,2,4,4,4,2,4,3,3,88,28,18,25.5,0,8.33,40
5,4,2,2,3,4,4,5,3,5,2,57,54,64,39.5,0,16.67,0
5,5,4,4,5,4,4,2,4,5,3,88,18,18,13,0,8.33,60
4,5,4,3,4,4,4,2,5,5,4,75,18,18,30,20,25,80
5,3,4,4,4,4,4,5,4,3,3,93,28,18,21.5,0,8.33,60
5,5,4,5,4,4,4,2,4,3,4,93,18,18,8.5,0,8.33,60
5,5,4,3,5,4,4,3,4,5,3,68,18,64,13,20,41.67,40
5,5,4,4,5,4,4,5,4,3,2,93,18,18,13,0,8.33,60
5,3,5,4,5,5,5,2,3,5,3,45,64,46,48,60,8.33,20
4,3,3,4,5,5,4,5,4,3,2,63,46,18,38.5,40,16.67,30
5,3,4,4,4,5,4,4,3,4,3,65,28,46,39.5,40,25,60
4,5,4,4,2,5,4,2,4,3,3,88,0,0,30,40,8.33,70
5,3,2,3,2,4,4,3,4,5,3,58,46,36,38.5,20,33.34,0
4,5,4,4,4,4,4,5,5,3,3,95,0,0,21.5,0,8.33,100
4,4,5,4,4,5,4,3,3,5,3,37,36,46,52.5,60,41.67,50
4,5,4,4,4,4,4,5,4,3,3,73,36,28,38.5,0,8.33,90
5,5,4,4,5,4,4,5,4,5,3,73,36,18,30,0,25,60
4,5,4,4,4,4,5,2,4,4,3,83,18,0,38.5,0,25,90
5,5,4,3,2,4,4,3,4,5,3,58,54,36,38.5,20,25,40
4,4,4,2,2,4,4,5,3,5,2,57,36,46,65,0,8.33,30
5,5,5,3,5,4,4,2,4,4,4,83,18,36,4.5,40,25,20
5,3,4,4,5,4,4,2,3,3,3,70,46,18,56.5,0,25,40
3,5,4,4,5,4,4,5,4,4,2,68,18,28,30,20,41.67,60
4,5,4,4,4,4,4,5,4,4,3,93,0,0,21.5,0,8.33,90
4,4,4,4,4,5,4,5,4,4,2,75,54,18,43,40,8.33,70
5,3,4,4,5,4,5,5,5,4,4,85,28,18,21.5,0,8.33,50
5,3,2,2,5,4,4,2,3,3,2,50,46,46,52,0,16.67,0
5,3,4,4,3,4,5,2,3,5,3,65,46,18,48,0,25,40
4,5,4,4,4,4,4,2,5,3,3,90,18,0,30,0,8.33,100
5,5,4,3,4,4,4,3,4,5,3,73,36,36,21.5,20,41.67,60
5,3,4,4,4,4,4,3,4,3,3,63,46,46,38.5,0,41.67,60
4,5,4,4,4,5,4,5,3,5,2,55,36,28,56.5,40,25,90
4,3,4,5,4,4,4,5,4,3,3,73,28,28,34,0,8.33,50
4,5,5,2,4,5,4,5,4,5,3,63,0,0,25.5,60,25,50
4,3,4,3,4,4,4,2,5,4,3,90,10,18,30,20,25,60
5,4,4,4,4,5,4,3,5,4,3,57,54,64,34.5,40,41.67,70
4,3,3,4,2,4,4,3,3,3,2,70,46,18,56.5,0,0,30
5,5,4,4,4,4,4,5,5,3,3,85,36,46,21.5,0,8.33,90
4,5,4,4,4,4,4,2,4,4,3,83,18,0,30,0,8.33,90
4,5,4,4,4,4,4,2,4,5,2,88,0,0,21.5,0,8.33,90
4,5,4,3,4,4,4,2,4,4,3,88,0,18,21.5,20,25,70
4,5,4,4,4,4,4,2,4,4,3,88,0,28,30,0,25,90
4,5,4,2,4,4,4,3,5,4,3,80,0,0,34,0,25,80
5,5,4,2,4,4,4,5,4,3,3,78,36,18,34,0,25,60
5,3,4,5,2,5,4,5,4,5,2,43,64,46,51,40,25,20
4,3,4,4,3,4,4,3,4,4,3,78,10,0,38.5,0,41.67,50
4,3,4,4,4,4,4,5,3,3,2,70,28,28,65,0,25,70
4,4,4,5,4,4,5,3,3,4,3,57,36,46,56.5,0,41.67,50
5,4,4,5,3,4,5,5,3,3,2,57,72,36,56.5,0,41.67,20
4,5,4,2,4,4,4,2,4,3,3,83,18,0,34,0,8.33,70
4,3,4,3,4,4,4,5,4,5,2,68,28,18,38.5,20,25,50
5,5,2,2,2,5,4,2,3,3,3,40,54,46,60.5,40,33.34,20
5,3,4,4,4,4,4,4,4,5,2,73,64,18,38.5,0,8.33,60
5,5,4,3,2,4,4,2,4,3,3,78,18,36,30,20,41.67,40
4,5,4,5,3,4,4,2,3,3,3,70,18,0,43.5,0,25,50
4,3,4,4,3,5,4,5,5,5,2,55,28,28,47,40,41.67,60
5,5,4,3,5,4,4,2,3,5,3,60,54,36,56.5,20,41.67,40
5,3,4,4,4,4,5,5,4,4,3,73,46,46,38.5,0,25,60
5,5,4,3,5,4,4,3,3,5,2,60,36,36,39.5,20,25,40
5,4,4,2,5,4,5,5,3,5,1,52,54,36,56.5,0,25,20
5,3,4,3,4,5,4,5,4,3,2,68,46,36,30,60,25,40
5,5,3,3,4,4,4,5,5,5,3,60,72,54,30,20,33.34,50
5,5,4,3,4,4,4,2,4,3,3,93,18,36,13,20,25,60
4,4,4,4,4,5,4,5,5,3,3,72,36,46,43,40,25,80
5,3,4,4,4,4,4,4,4,4,3,73,46,46,30,0,8.33,60
5,3,4,4,4,4,4,5,3,5,3,70,28,18,48,0,25,60
4,3,4,2,4,4,4,5,4,5,2,78,28,0,42.5,0,8.33,50
4,5,4,4,5,4,4,2,4,5,3,68,18,28,30,0,8.33,70
5,5,4,4,4,5,5,2,4,3,3,83,18,18,13,40,8.33,80
5,5,4,4,4,4,4,3,4,5,2,73,36,46,30,0,25,80
5,3,4,4,4,4,4,5,4,4,2,73,46,46,30,0,8.33,60
5,3,2,5,2,5,4,5,4,3,3,48,46,46,34,40,16.67,0
5,4,4,4,4,4,4,4,4,4,3,90,36,36,17.5,0,8.33,60
5,5,2,5,4,5,4,2,4,4,5,73,36,18,8.5,40,0,40
3,3,4,5,4,5,4,3,3,4,2,50,46,28,60.5,60,41.67,40
5,5,4,4,4,4,4,2,4,3,3,83,18,18,13,0,8.33,80
5,3,4,4,4,4,4,2,3,3,3,70,46,18,56.5,0,25,60
5,5,4,4,4,4,5,2,4,3,3,93,36,18,21.5,0,8.33,80
5,3,4,2,4,4,4,5,3,5,3,50,46,46,60.5,0,41.67,40
5,5,4,2,4,4,4,5,4,3,3,78,18,18,25.5,0,25,60
4,5,4,4,4,4,4,5,4,4,3,88,0,28,21.5,0,8.33,90
4,5,4,4,4,4,4,3,5,3,2,100,0,0,21.5,0,8.33,100
5,4,4,5,4,4,4,5,4,4,2,60,54,64,30,0,25,40
4,3,4,4,2,4,4,3,4,4,3,88,10,0,38.5,0,8.33,50
5,4,4,4,5,4,4,5,3,3,2,62,54,64,44,0,25,40
4,3,4,4,4,4,4,5,4,4,2,78,28,0,38.5,0,8.33,70
4,5,4,4,4,5,4,5,3,4,3,60,36,28,56.5,40,25,90
5,5,4,4,5,4,4,5,3,3,2,75,36,18,39.5,0,8.33,60
5,5,4,4,5,4,5,2,4,3,3,93,18,18,13,0,8.33,60
4,5,4,4,4,4,4,2,4,3,3,83,0,0,30,0,25,90
4,5,3,3,3,4,4,2,4,3,4,73,18,36,13,20,33.34,30
5,5,3,4,5,4,4,2,4,3,3,78,36,36,4.5,0,0,40
5,3,4,4,4,4,4,5,3,5,2,70,28,46,48,0,25,60
5,5,2,4,4,4,4,2,4,3,3,78,36,18,21.5,0,16.67,60
5,3,4,4,4,4,4,2,4,3,3,83,28,18,21.5,0,8.33,60
5,3,4,4,4,4,4,2,5,4,3,80,46,18,30,0,8.33,70
4,5,4,4,4,4,5,2,4,3,4,78,18,0,30,0,25,90
5,3,5,4,5,4,4,3,3,4,3,60,46,18,39.5,20,8.33,20
5,3,4,2,4,4,4,5,4,3,3,78,46,46,34,0,8.33,40
4,5,4,4,4,5,4,5,4,4,3,73,36,0,38.5,40,8.33,90
5,3,4,4,4,4,4,2,4,3,3,78,46,18,30,0,8.33,60
4,5,4,4,4,4,4,5,5,4,2,95,0,0,21.5,0,8.33,100
5,5,4,2,5,4,5,3,4,5,3,78,18,18,17,0,8.33,40
5,3,4,2,3,4,5,5,3,3,2,65,46,46,52,0,25,20
4,5,3,4,4,5,4,5,3,4,2,60,36,46,48,40,16.67,70
5,3,4,5,4,4,4,2,4,3,5,83,46,18,25.5,0,8.33,40
4,4,4,3,4,4,4,3,4,3,2,65,36,36,34.5,20,25,50
5,5,3,5,3,5,4,2,5,4,3,70,36,36,0,40,16.67,30
3,5,5,4,2,4,4,2,4,3,5,88,0,0,13,40,25,40
5,3,2,3,2,5,4,2,4,5,3,43,64,36,38.5,60,33.34,0
5,5,5,3,5,4,4,2,4,5,3,58,36,36,13,40,25,20
5,5,4,4,4,4,4,3,4,3,3,78,36,18,21.5,0,8.33,80
5,3,5,3,5,4,4,3,4,5,3,58,46,36,21.5,40,25,0
5,3,2,2,2,5,4,2,3,5,3,45,64,46,60.5,40,0,0
4,5,4,4,5,4,5,5,4,4,3,78,36,0,38.5,0,8.33,70
4,3,4,3,4,4,4,3,4,5,2,63,28,18,38.5,20,25,50
4,5,4,2,5,4,5,2,3,5,2,65,0,0,43.5,0,8.33,50
5,5,3,4,4,4,5,2,4,4,3,78,54,36,13,0,0,60
4,5,4,4,4,4,5,5,4,3,2,78,18,0,38.5,0,25,90
4,5,3,4,4,4,4,3,4,3,2,68,36,46,21.5,0,0,70
4,5,3,3,3,4,4,2,3,3,2,60,36,64,48,20,50.01,30
5,5,2,2,4,4,4,2,3,3,2,80,18,18,26.5,0,0,40
4,3,4,2,4,5,4,5,4,5,2,78,10,0,34,40,8.33,50
4,5,4,4,3,4,4,2,4,4,3,78,18,0,30,0,25,70
4,3,3,5,4,4,4,5,5,4,3,65,64,18,34,0,0,40
5,3,4,4,4,5,4,5,4,4,2,58,46,46,38.5,40,41.67,60
5,5,3,3,3,5,5,2,3,3,3,45,54,82,39.5,60,50.01,20
5,5,4,4,4,4,4,2,5,3,3,90,18,18,13,0,8.33,90
4,5,4,4,4,4,4,5,4,4,3,83,18,0,38.5,0,25,90
4,3,4,4,4,4,4,5,4,4,3,93,10,0,30,0,8.33,70
4,3,4,2,2,4,4,5,3,3,2,65,46,0,77.5,0,8.33,30
5,5,5,3,2,4,4,5,4,5,3,68,36,36,21.5,40,25,20
5,3,4,4,4,4,4,3,3,4,3,70,46,46,48,0,8.33,60
3,5,4,3,3,4,4,5,5,5,2,65,36,18,38.5,40,75.01,50
5,3,4,2,5,5,5,3,5,5,2,35,64,46,51,40,41.67,30
5,4,4,4,4,4,4,3,4,4,3,60,72,64,43,0,25,60
5,5,4,2,2,4,4,5,3,5,2,65,36,18,60.5,0,25,40
4,5,4,5,4,5,4,2,3,3,3,60,18,28,52,40,25,70
5,5,5,4,5,5,4,3,4,4,3,53,54,46,30,60,25,40
4,5,4,4,5,4,4,2,4,3,5,83,18,0,30,0,8.33,70
5,5,4,2,4,4,4,5,3,5,2,75,36,18,52,0,25,60
4,5,4,4,4,4,4,4,4,4,3,78,18,28,38.5,0,25,90
3,3,4,4,4,4,4,5,4,3,2,78,28,28,30,20,25,60
4,5,4,5,4,4,4,3,5,3,3,85,0,0,17,0,8.33,80
4,5,3,4,5,5,4,3,3,5,3,55,54,46,48,40,0,50
5,3,4,5,3,5,4,2,4,5,3,48,46,46,34,40,41.67,20
5,5,4,4,4,5,4,2,3,4,4,70,18,46,31,40,25,80
5,3,4,4,5,4,4,3,3,5,3,50,64,46,65,0,25,40
4,3,4,4,4,4,4,2,5,4,3,70,28,28,47,0,25,80
5,3,4,5,4,4,4,3,4,4,2,63,64,46,42.5,0,25,40
5,5,5,4,5,5,4,5,4,3,3,63,36,18,21.5,60,25,40
4,3,5,4,4,4,4,3,3,4,2,60,28,28,56.5,20,25,50
5,5,4,4,4,4,5,2,4,5,3,83,18,18,13,0,8.33,80
5,5,2,2,2,4,4,5,4,3,3,68,54,18,34,0,0,20
5,5,4,4,4,4,4,2,5,3,4,100,18,18,13,0,8.33,90
4,5,4,4,4,4,4,2,4,5,3,78,18,0,30,0,8.33,90
5,3,5,2,4,4,4,5,4,3,3,78,28,18,17,20,8.33,20
5,3,4,3,2,4,4,2,4,3,3,63,64,36,47,20,25,20
4,5,4,4,4,4,4,2,5,4,3,80,0,28,30,0,25,100
5,5,4,4,4,4,4,5,5,4,3,100,18,18,13,0,8.33,90
5,5,5,4,5,4,4,5,3,3,3,70,54,18,39.5,20,8.33,40
4,3,4,4,4,4,4,5,5,3,2,85,28,0,38.5,0,8.33,80
5,3,3,3,4,4,4,5,3,5,2,50,64,82,39.5,20,16.67,20
5,3,4,4,4,5,4,2,4,4,3,63,46,46,38.5,40,25,60
4,3,4,3,4,4,5,3,4,3,2,78,28,18,38.5,20,25,50
3,3,4,3,4,5,4,2,3,5,3,60,28,18,56.5,80,58.34,40
5,5,4,4,2,4,5,5,5,5,3,80,18,18,21.5,0,8.33,70
5,5,4,2,5,4,4,5,4,3,2,73,36,18,34,0,25,40
5,4,4,4,4,5,4,5,3,4,2,52,54,64,52.5,40,25,60
4,5,4,4,4,4,4,5,3,5,2,80,18,0,48,0,8.33,90
4,5,4,5,4,4,4,2,4,4,3,83,0,0,17,0,8.33,70
5,5,4,4,5,5,4,5,4,3,4,63,36,46,21.5,40,8.33,60
4,5,4,4,4,4,4,5,3,5,2,75,36,0,65,0,25,90
5,5,4,3,4,4,4,5,4,4,2,78,36,36,30,20,41.67,60
4,3,5,4,5,4,4,3,3,3,3,65,28,0,56.5,20,25,30
4,5,3,5,2,5,4,2,4,3,4,63,36,18,25.5,40,0,30
5,5,4,5,5,4,4,3,4,5,4,73,18,18,17,0,25,40
